"LoanID","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","Education","EmploymentType","MaritalStatus","HasMortgage","HasDependents","LoanPurpose","HasCoSigner","Default"
"6MH419RNTV",61,143181,136769,340,115,3,15.71,48,0.64,"High School","Self-employed","Married","No","Yes","Other","No",0
"4YS6AZN1GG",42,30782,71011,533,99,3,2.49,48,0.87,"Master's","Part-time","Single","No","Yes","Education","Yes",0
"3M7MCS47VI",35,119818,140618,589,12,3,12.09,12,0.12,"Master's","Unemployed","Married","Yes","No","Home","No",0
"LSRARLRUVS",44,144062,131431,660,43,2,17,48,0.59,"High School","Part-time","Married","Yes","Yes","Education","No",0
"PSCPZ3PV9Q",34,101446,202265,668,91,2,10.51,60,0.3,"Bachelor's","Part-time","Divorced","Yes","Yes","Other","Yes",0
"41T18LH91R",61,61728,170894,350,8,3,20.53,48,0.8,"Master's","Unemployed","Married","Yes","Yes","Auto","No",0
"0IQALL5IQJ",49,110267,60484,467,84,3,21.74,48,0.24,"PhD","Self-employed","Married","Yes","Yes","Auto","Yes",0
"FMMK2TF8SM",39,112530,91327,315,2,1,19.18,48,0.81,"PhD","Unemployed","Single","Yes","Yes","Business","Yes",0
"HSTFAQ90YQ",47,135155,149857,828,71,1,24.15,60,0.39,"High School","Part-time","Married","No","No","Business","Yes",0
"L5MUNI24IQ",47,88572,107346,324,110,2,12.64,60,0.53,"High School","Part-time","Divorced","No","No","Auto","No",0
"3TQBBMALDJ",49,147899,43210,404,104,1,17.42,24,0.89,"PhD","Full-time","Married","Yes","No","Education","No",0
"6LMK236AS0",45,41795,208650,320,92,3,3.49,36,0.44,"High School","Unemployed","Single","No","No","Home","Yes",0
"MGMM9T624P",45,24469,88216,796,34,4,9.2,60,0.69,"Master's","Self-employed","Married","Yes","Yes","Business","Yes",0
"11KV4WJZCJ",67,27105,194978,760,60,3,20.02,12,0.79,"High School","Part-time","Divorced","Yes","Yes","Other","Yes",0
"DEMHFNZ74Q",44,125868,216374,780,5,4,13.97,12,0.16,"PhD","Full-time","Single","Yes","No","Home","Yes",0
"LGHSDEI8GY",69,110956,203021,357,115,1,15.27,12,0.44,"Bachelor's","Part-time","Divorced","Yes","Yes","Other","Yes",0
"V6OCOLB5Y5",43,142394,160889,794,99,3,8.95,36,0.76,"Master's","Part-time","Divorced","Yes","Yes","Auto","No",0
"DV4OZC0POV",57,52132,216731,606,66,3,15.29,24,0.15,"Master's","Unemployed","Married","Yes","No","Business","No",0
"ELWPJUJM2V",37,146329,248263,715,100,3,22.07,36,0.13,"Bachelor's","Part-time","Single","Yes","No","Home","No",0
"0KYCH7P34R",39,110022,225137,429,75,4,15.16,24,0.17,"PhD","Part-time","Married","No","No","Auto","No",0
"Z734P3PLT6",54,63444,156779,609,18,3,22.76,60,0.73,"Bachelor's","Unemployed","Married","Yes","No","Auto","No",0
"QNHH0B766E",61,17826,129378,586,98,3,22.86,36,0.18,"Bachelor's","Part-time","Married","Yes","Yes","Home","No",0
"IBP79BJV7G",24,92755,102810,584,28,1,3.28,24,0.75,"Master's","Self-employed","Single","Yes","Yes","Auto","No",0
"ZY6VHFOEDJ",23,55054,9680,784,9,4,4.97,12,0.23,"Bachelor's","Self-employed","Divorced","Yes","Yes","Other","No",0
"8X67NDVNAO",55,120875,200823,741,52,4,6.02,60,0.54,"PhD","Part-time","Divorced","Yes","Yes","Home","Yes",0
"QXM2CDTB16",65,36781,94965,496,69,1,12.24,36,0.64,"Master's","Full-time","Married","Yes","Yes","Education","Yes",0
"9E57FI7QZG",65,138883,170434,411,1,3,9.61,36,0.47,"Bachelor's","Part-time","Divorced","Yes","No","Education","No",0
"FE6EAXBKKL",69,72676,80978,507,19,3,22.12,12,0.48,"Bachelor's","Self-employed","Married","Yes","No","Home","No",0
"K9ROLKMC0Z",38,114974,220385,313,109,4,10.56,12,0.67,"Master's","Part-time","Divorced","Yes","Yes","Business","No",0
"UHMUCR5XGG",28,41250,243360,714,62,1,2.92,36,0.13,"Master's","Self-employed","Single","Yes","No","Education","Yes",0
"41WG4PM65Y",22,20362,111464,745,42,2,23.89,12,0.17,"Bachelor's","Unemployed","Single","Yes","Yes","Business","No",0
"1387MMS90B",42,73226,151641,304,31,3,2.34,12,0.64,"Master's","Self-employed","Married","Yes","Yes","Home","No",0
"CA1NL1S9XH",33,51350,143294,580,94,3,12.64,60,0.86,"Master's","Part-time","Single","No","Yes","Other","Yes",0
"0CCLZKDF1X",61,44809,83190,424,77,3,17.08,60,0.57,"Master's","Unemployed","Married","Yes","No","Other","No",0
"S52V0VNZ7E",37,66110,190264,668,56,3,13.02,12,0.67,"Bachelor's","Part-time","Divorced","Yes","Yes","Business","No",0
"GRWGG4DO7N",64,53831,131688,446,26,2,20.71,60,0.49,"Bachelor's","Self-employed","Single","Yes","Yes","Business","No",0
"5UKKCOHURD",46,82805,146115,594,88,2,7.74,60,0.54,"Master's","Unemployed","Divorced","Yes","No","Education","No",0
"ZBF9OY672S",55,95414,117052,351,81,4,3.86,48,0.6,"Bachelor's","Unemployed","Married","Yes","Yes","Education","Yes",0
"62HLGFTKCB",48,120020,93442,368,28,2,4.14,60,0.39,"PhD","Part-time","Divorced","Yes","No","Business","Yes",0
"H36T7ZL20B",22,73383,169760,441,21,3,11.64,36,0.63,"High School","Self-employed","Married","Yes","Yes","Other","Yes",0
"KCLLD2IP00",67,77907,86281,429,88,1,14.84,24,0.23,"Master's","Part-time","Single","Yes","Yes","Other","No",0
"TD3H5506HU",19,67895,12136,308,108,2,8.46,36,0.72,"PhD","Self-employed","Divorced","No","No","Education","No",0
"WH416ASJ2U",54,133193,203702,844,52,1,13.52,36,0.4,"Master's","Unemployed","Single","Yes","Yes","Business","Yes",0
"EY96BDZU6E",59,99924,59080,444,96,3,12.8,48,0.76,"Master's","Full-time","Divorced","Yes","Yes","Home","Yes",0
"X1TF7525L2",24,36515,78396,483,19,3,7.3,12,0.13,"High School","Part-time","Single","No","No","Other","No",0
"R1CCFSNP7V",43,109490,124210,679,118,2,9.65,36,0.19,"Bachelor's","Unemployed","Single","Yes","Yes","Business","No",0
"2O48F1Z53F",32,98726,181981,500,11,1,7.08,12,0.71,"Bachelor's","Self-employed","Divorced","Yes","Yes","Auto","Yes",0
"FCBTSPTSJ1",57,142321,192897,560,68,3,2.78,24,0.46,"Bachelor's","Self-employed","Divorced","Yes","No","Business","No",0
"TESGBWOQFI",47,106754,90143,811,91,1,2.74,60,0.55,"Bachelor's","Full-time","Single","Yes","No","Home","Yes",0
"KJ53ZFSICR",46,116278,183565,417,87,2,7.43,48,0.44,"PhD","Full-time","Divorced","No","Yes","Education","Yes",0
"6B9NIPOKMZ",26,124376,87188,313,48,2,15.31,60,0.9,"High School","Unemployed","Single","Yes","No","Home","No",0
"C3KF9C4KV5",36,74647,166311,305,110,1,24.89,60,0.44,"Bachelor's","Unemployed","Married","Yes","No","Other","No",0
"GH7Y79YW2J",26,30076,226221,827,3,1,5.05,48,0.33,"High School","Part-time","Single","No","Yes","Education","No",0
"NQS3S0KOCY",67,73442,50302,391,115,1,20.15,36,0.22,"Bachelor's","Part-time","Divorced","Yes","Yes","Home","No",0
"7X2I3BNRMO",30,99177,241344,618,83,4,15.99,24,0.36,"High School","Self-employed","Divorced","No","No","Business","Yes",0
"PKEIXTY2T8",58,146842,51068,445,64,2,18.4,48,0.36,"Bachelor's","Self-employed","Divorced","No","No","Education","No",0
"G4SQRJ0DSE",42,16585,112183,540,79,2,18.37,48,0.73,"High School","Self-employed","Single","Yes","No","Other","Yes",0
"HB2KR1TF30",22,76122,35928,595,66,4,14.47,48,0.22,"Master's","Part-time","Married","Yes","Yes","Business","No",0
"3X46A674E2",35,95644,123937,509,80,3,23.75,48,0.17,"Master's","Unemployed","Married","Yes","No","Other","No",0
"L9LCELVVO8",25,31814,74254,575,3,1,4.15,36,0.45,"Bachelor's","Self-employed","Married","No","Yes","Home","Yes",0
"B6FP0DQGY8",61,34620,232338,705,3,2,9.31,36,0.18,"Bachelor's","Part-time","Single","No","Yes","Home","Yes",0
"U2GFIPKJNJ",51,112906,101045,843,117,3,23.77,36,0.61,"Bachelor's","Part-time","Married","Yes","Yes","Education","Yes",0
"KOI533NIX1",46,60820,148105,314,15,1,9.44,36,0.1,"Bachelor's","Unemployed","Married","No","No","Business","Yes",0
"Q0QRJN9XKA",24,96445,186838,725,13,4,6.89,48,0.81,"Master's","Unemployed","Married","Yes","Yes","Auto","Yes",0
"1UUXVPMHFB",60,30123,56455,488,93,1,6.32,36,0.56,"High School","Self-employed","Single","No","Yes","Home","Yes",0
"5HOMLEPLFW",45,92255,111583,505,21,2,16.38,48,0.31,"High School","Self-employed","Divorced","Yes","Yes","Business","No",0
"JWI4TAU1LP",47,108991,18481,728,113,4,20.01,60,0.62,"Bachelor's","Self-employed","Divorced","No","No","Home","Yes",0
"LEMIKD9RPA",21,59964,146061,778,13,2,17.67,60,0.22,"Master's","Self-employed","Divorced","No","Yes","Other","Yes",0
"CLBCY1MW3D",56,99990,78376,552,101,2,4.82,48,0.2,"PhD","Part-time","Married","No","Yes","Home","No",0
"SMGTHW6YMQ",44,117744,244230,636,48,2,7.47,12,0.57,"PhD","Unemployed","Single","No","Yes","Business","Yes",0
"8TWH9CB39M",18,79405,29767,748,117,1,6.04,12,0.13,"Master's","Part-time","Married","Yes","Yes","Auto","No",0
"UIYJXJY4V7",19,69224,163719,515,60,1,13.62,36,0.16,"Bachelor's","Self-employed","Married","No","No","Business","No",0
"ESHIVYMMMY",41,129781,238219,651,85,1,18,36,0.33,"High School","Part-time","Divorced","No","No","Education","Yes",0
"WQY6JDQJ7R",48,84787,195093,322,111,2,23.66,60,0.31,"PhD","Self-employed","Single","No","No","Business","No",0
"150282EFAG",45,94095,64569,610,59,4,13.43,36,0.16,"PhD","Unemployed","Single","Yes","Yes","Home","Yes",0
"BNDYAEI5FT",62,48959,162753,367,32,4,20.71,36,0.8,"Bachelor's","Self-employed","Single","No","No","Education","No",0
"UWGNXZHYNK",65,135824,164577,396,54,1,15.83,60,0.73,"Master's","Part-time","Single","Yes","No","Auto","No",0
"PRCE6MPH3Z",58,19079,7659,469,93,3,5.04,12,0.87,"Master's","Self-employed","Married","Yes","No","Auto","Yes",0
"X6SU3O5DI7",27,61095,59797,615,15,1,18.26,36,0.11,"PhD","Self-employed","Divorced","No","No","Other","Yes",0
"FK50VLJPSM",41,41467,129502,439,36,3,8.8,36,0.3,"Bachelor's","Part-time","Divorced","No","Yes","Education","No",0
"RL3UGVR4KT",21,43273,126888,336,84,3,22.8,48,0.28,"High School","Full-time","Married","Yes","No","Home","Yes",0
"KNWJA7WWG7",33,35428,51252,614,4,4,10.49,24,0.77,"High School","Part-time","Single","Yes","Yes","Education","No",0
"8BVC8CXLBU",31,18732,70306,319,116,4,8.68,12,0.65,"High School","Full-time","Single","No","No","Business","No",0
"AUC5C80AMD",26,29845,68581,606,83,3,7.85,24,0.26,"High School","Part-time","Divorced","Yes","No","Other","Yes",0
"IB46PFMEB4",65,92774,48794,746,65,4,3.68,36,0.25,"High School","Part-time","Divorced","Yes","No","Other","No",0
"12LL392D0X",21,66161,46667,348,18,4,16.19,36,0.65,"High School","Full-time","Divorced","Yes","Yes","Education","Yes",0
"NT1FPW79S4",24,108979,139552,694,107,1,20.8,36,0.12,"PhD","Part-time","Divorced","Yes","Yes","Business","No",0
"MAADBO8768",58,131190,241584,799,63,3,4.26,48,0.21,"Master's","Part-time","Single","No","Yes","Education","Yes",0
"VK1GMH3ACB",50,33973,108955,531,102,4,16.89,24,0.87,"Master's","Full-time","Divorced","Yes","No","Home","No",0
"BC5IRK8SRG",58,93156,71675,670,49,1,22.04,36,0.87,"High School","Self-employed","Married","No","No","Other","Yes",0
"20674602QU",18,124974,219462,730,109,2,23.3,48,0.56,"High School","Part-time","Single","No","Yes","Business","No",0
"V2S1RO8YQQ",66,144890,78571,413,104,1,11.66,12,0.23,"PhD","Part-time","Married","No","Yes","Auto","Yes",0
"0CPRCLIRPM",52,99238,132582,451,79,4,11.79,48,0.81,"Bachelor's","Unemployed","Single","No","Yes","Other","No",0
"O2R3K240CA",35,89141,52279,505,83,3,12.97,24,0.77,"Master's","Self-employed","Married","Yes","No","Business","No",0
"CTMTWDPQUU",60,103940,189899,343,60,2,5.18,60,0.62,"High School","Full-time","Married","No","Yes","Education","No",0
"YCTSPONNXX",55,121686,22713,472,101,1,17.72,60,0.28,"Master's","Full-time","Married","Yes","Yes","Business","Yes",0
"4POW62IKPG",69,18298,177658,478,4,4,13.92,36,0.88,"High School","Unemployed","Single","Yes","No","Education","No",0
"BP9YRZH4JV",29,18402,127499,476,85,1,11.46,36,0.79,"Master's","Unemployed","Single","Yes","No","Business","Yes",0
"CD8HDKPP1B",55,105098,52714,725,40,2,16.55,60,0.48,"High School","Part-time","Married","No","No","Business","Yes",0
"FBYKFPX7FG",33,57789,243210,797,31,2,4.79,36,0.25,"PhD","Unemployed","Single","Yes","Yes","Other","No",0
"QVWN3LFEXK",64,54845,149959,691,106,1,4.84,24,0.18,"Master's","Unemployed","Divorced","No","No","Other","No",0
"8E1P7DXRRT",21,90526,200906,457,50,3,21.73,24,0.59,"High School","Unemployed","Divorced","No","No","Auto","No",0
"O0LUV2E2DZ",63,58964,135979,426,85,3,20.85,36,0.74,"Bachelor's","Part-time","Divorced","No","Yes","Auto","No",0
"Q2K1X2MS46",41,100521,115364,411,84,1,15.59,48,0.27,"PhD","Unemployed","Divorced","Yes","Yes","Home","Yes",0
"8ZRAN2WX1P",66,89718,150955,843,114,4,8.37,24,0.43,"High School","Unemployed","Single","Yes","Yes","Education","No",0
"IHPG74USYY",37,140127,15622,308,14,1,17.82,36,0.69,"Bachelor's","Self-employed","Divorced","Yes","Yes","Education","No",0
"4ZC4NZL509",64,144564,223095,545,102,3,17.82,36,0.67,"PhD","Unemployed","Divorced","Yes","Yes","Business","Yes",0
"21OMRHV2OK",55,125417,120068,589,75,1,24.06,36,0.16,"PhD","Full-time","Divorced","No","No","Auto","Yes",0
"3UOSXC1EWH",58,80284,186752,542,22,2,2.21,48,0.41,"High School","Full-time","Single","Yes","Yes","Auto","Yes",0
"FGSO3JBW99",48,44853,170406,621,35,4,11.86,24,0.16,"Bachelor's","Unemployed","Married","No","No","Other","No",0
"YW8Z5CUZBX",18,78931,95608,525,107,4,2.57,36,0.7,"High School","Full-time","Divorced","Yes","No","Auto","No",0
"K0Z2VYGEED",66,38312,110959,700,109,1,14.4,24,0.21,"PhD","Full-time","Single","Yes","No","Other","Yes",0
"DUNM8PMHBZ",21,76365,193688,413,93,2,2.97,48,0.29,"Master's","Unemployed","Single","No","Yes","Auto","Yes",0
"OOCEOXQRAH",50,114847,62383,725,36,1,6.72,48,0.3,"High School","Self-employed","Divorced","No","No","Home","No",0
"1IU93L69MS",66,44310,102594,314,61,1,14.94,12,0.14,"High School","Unemployed","Divorced","No","Yes","Business","No",0
"55TE5NN4PP",64,106022,15206,838,25,3,5.32,12,0.77,"High School","Full-time","Single","No","No","Auto","No",0
"P7MWVJNSEW",53,139230,8398,594,57,1,10.32,60,0.22,"Bachelor's","Full-time","Divorced","No","No","Other","No",0
"EOQUJRIJL0",25,42050,109164,526,19,4,12.37,24,0.24,"Bachelor's","Full-time","Married","Yes","Yes","Business","No",0
"OUL9E5EW18",26,56570,5136,825,28,1,5.57,48,0.24,"Bachelor's","Part-time","Divorced","Yes","No","Other","No",0
"JU8W70Z9BA",18,68833,212659,434,74,4,7.39,24,0.29,"Master's","Part-time","Married","Yes","No","Business","Yes",0
"269VPEHAUA",61,76039,138413,344,57,4,17.58,48,0.33,"Master's","Self-employed","Divorced","No","Yes","Business","Yes",0
"XLFCPEQ97I",33,61496,64619,338,27,3,15.84,60,0.43,"PhD","Part-time","Married","Yes","Yes","Auto","No",0
"LCQB69JIOF",48,34072,209938,489,105,3,24.58,24,0.53,"Bachelor's","Unemployed","Divorced","Yes","Yes","Home","Yes",0
"MLYBT238UZ",56,56204,173999,624,67,3,2.69,24,0.72,"High School","Unemployed","Divorced","No","No","Business","Yes",0
"V6TPEYNRWQ",20,128274,198187,721,104,1,8.19,36,0.26,"High School","Self-employed","Married","No","Yes","Other","No",0
"REWK889HHL",64,68584,169166,613,14,2,7.03,12,0.63,"Bachelor's","Full-time","Single","No","Yes","Other","No",0
"GKVUQMDMVU",43,74131,32542,459,34,1,14,60,0.55,"PhD","Unemployed","Married","No","Yes","Other","Yes",0
"178RD1S7F9",57,123107,62562,470,109,3,17.44,12,0.82,"PhD","Part-time","Married","No","No","Other","No",0
"5UOMPQIUTZ",48,54656,99871,690,113,1,3.63,60,0.75,"Master's","Self-employed","Married","Yes","Yes","Auto","Yes",0
"H972I0EMGS",65,102734,36750,561,116,1,12.02,48,0.6,"PhD","Self-employed","Divorced","Yes","Yes","Education","No",0
"BYOUWMRC39",26,111386,68332,613,97,4,14.52,24,0.33,"Master's","Part-time","Divorced","No","No","Home","No",0
"EY4RW2DFJE",33,15037,14304,774,87,4,5.81,60,0.83,"Bachelor's","Full-time","Married","Yes","Yes","Business","No",0
"VC1OZNZ9OM",27,21528,217531,465,40,4,15.22,60,0.31,"High School","Part-time","Divorced","No","Yes","Auto","No",0
"LM7ANKEK8D",35,58808,222491,766,3,1,2.17,12,0.89,"PhD","Full-time","Divorced","Yes","No","Other","No",0
"R907AHXZD3",43,24747,201581,550,111,1,19.88,12,0.88,"Bachelor's","Part-time","Divorced","No","No","Auto","No",0
"NFA1TX3YMB",49,120490,186123,811,88,2,19.52,36,0.24,"High School","Part-time","Divorced","No","No","Education","No",0
"NKHS38OXVT",69,117269,179257,723,49,4,21.76,24,0.77,"PhD","Full-time","Divorced","Yes","Yes","Auto","Yes",0
"HUG4F7I1EO",68,144638,235621,418,115,1,14.61,48,0.67,"Bachelor's","Part-time","Single","Yes","Yes","Home","No",0
"PAPDIPSFEX",42,103858,37091,596,42,1,17.98,60,0.39,"High School","Full-time","Single","Yes","Yes","Education","No",0
"OFAE5HVU6A",60,47881,212077,478,39,3,15.32,60,0.32,"Bachelor's","Full-time","Single","Yes","No","Auto","Yes",0
"UNLE162KT0",18,107785,152373,556,109,3,20.85,48,0.47,"Bachelor's","Unemployed","Divorced","Yes","Yes","Other","Yes",0
"8LUNVRJHRW",25,131274,146387,641,43,1,2.18,48,0.61,"PhD","Unemployed","Single","No","Yes","Education","Yes",0
"822MG4YPZ0",41,124023,42863,607,4,2,5.98,48,0.78,"Bachelor's","Self-employed","Single","No","No","Auto","No",0
"CKY3TGQRWG",47,56930,216318,752,58,4,18.89,48,0.14,"High School","Full-time","Divorced","Yes","Yes","Auto","No",0
"KUSQKXG14P",57,42999,105126,819,104,1,7.88,48,0.78,"PhD","Part-time","Single","No","Yes","Other","No",0
"R3V1PF1DXU",41,141046,35680,649,60,3,3.29,48,0.81,"Master's","Self-employed","Divorced","Yes","No","Business","Yes",0
"JHU0HF9IDL",46,64322,77447,692,4,1,16.95,24,0.5,"Bachelor's","Self-employed","Married","Yes","Yes","Other","Yes",0
"RWBDBW9ETU",53,60320,51940,409,4,2,16.56,48,0.25,"High School","Self-employed","Married","No","No","Business","Yes",0
"V882FGRKAB",61,97425,195824,792,110,4,23.45,36,0.88,"Bachelor's","Full-time","Divorced","Yes","No","Home","Yes",0
"TCWNWTM2OR",48,16834,64601,832,42,4,20.17,60,0.86,"High School","Full-time","Divorced","Yes","Yes","Home","No",0
"SCMPU9FNG4",47,54622,138291,696,38,2,18.77,36,0.51,"PhD","Unemployed","Single","Yes","No","Other","Yes",0
"ZFMBHJOV6F",57,55672,91511,339,94,1,3.31,60,0.15,"PhD","Self-employed","Single","No","No","Business","Yes",0
"2WXCACA499",26,148021,174886,412,35,4,14.98,12,0.12,"High School","Full-time","Married","Yes","No","Education","No",0
"9G0ARKX2N3",28,95610,44153,730,10,4,18.03,48,0.68,"High School","Full-time","Married","Yes","No","Education","Yes",0
"OOGUEJTHPJ",41,87856,48062,485,14,1,21.48,36,0.46,"High School","Full-time","Divorced","No","No","Home","No",0
"PQY6LTG6EW",64,41507,62322,451,61,3,6.79,60,0.68,"High School","Part-time","Divorced","Yes","Yes","Other","No",0
"XZYBN0ZA7B",32,57233,243993,765,30,4,22.69,48,0.23,"Master's","Self-employed","Married","No","No","Home","No",0
"IFZ3MLM510",22,24058,23061,545,71,3,21.86,48,0.51,"Bachelor's","Unemployed","Divorced","Yes","Yes","Education","No",0
"100Z6XADLH",51,25376,23600,345,89,2,15.27,60,0.24,"Bachelor's","Unemployed","Married","No","Yes","Business","Yes",0
"7QUWDQOFSM",25,71426,89580,312,31,3,7.07,60,0.57,"Bachelor's","Self-employed","Married","Yes","Yes","Auto","Yes",0
"J50XZAQRFH",57,65531,79556,771,117,3,18.44,48,0.24,"PhD","Full-time","Single","Yes","No","Other","No",0
"F298DP11W1",35,69777,24204,784,109,4,20.28,48,0.75,"Master's","Full-time","Divorced","No","Yes","Home","No",0
"T83BULBEKZ",50,51191,61168,747,54,3,3.71,12,0.77,"High School","Part-time","Single","No","Yes","Other","Yes",0
"LJO8ZD746X",24,46582,10832,304,15,4,12.69,36,0.3,"Master's","Part-time","Single","Yes","No","Education","Yes",0
"BVOT2M69ND",62,95818,20052,670,77,3,19.65,60,0.51,"Bachelor's","Unemployed","Married","Yes","No","Other","Yes",0
"MKUVJHE0CE",39,82849,66890,739,111,2,4.75,48,0.5,"PhD","Self-employed","Single","No","No","Home","No",0
"AK974D2WCR",32,104220,126579,575,58,3,21.61,60,0.44,"Bachelor's","Part-time","Married","No","No","Business","Yes",0
"91GWCO7GYY",63,36527,181684,347,35,4,13.1,12,0.6,"High School","Full-time","Divorced","No","Yes","Education","Yes",0
"G6B8UBEICF",32,40082,25032,759,103,1,7.19,12,0.89,"High School","Self-employed","Married","Yes","Yes","Other","Yes",0
"U09M1FOLBX",33,77582,114448,608,52,4,9.33,24,0.3,"Master's","Part-time","Single","Yes","No","Education","No",0
"7SNYTNQIJD",42,77756,24652,694,1,3,18.11,24,0.17,"PhD","Unemployed","Married","No","No","Home","No",0
"TT6DNBBMMD",27,117695,238697,300,58,1,21.57,24,0.41,"Master's","Part-time","Single","No","Yes","Education","Yes",0
"HUCKV3Z5IL",31,89823,224824,754,109,1,21.78,24,0.23,"Master's","Unemployed","Divorced","Yes","No","Auto","Yes",0
"KA2D3Z2WDD",47,90571,198888,593,106,4,22.28,60,0.54,"High School","Part-time","Divorced","No","Yes","Home","Yes",0
"KM8JF6QR5E",52,143877,104168,509,68,2,20.36,24,0.63,"PhD","Self-employed","Married","Yes","Yes","Other","Yes",0
"2EXYVFV0HM",56,34635,166224,411,36,3,15.3,60,0.18,"Master's","Self-employed","Married","Yes","No","Business","Yes",0
"FNRSQHPKJ9",42,88271,54070,607,7,4,18.95,12,0.85,"Master's","Unemployed","Single","Yes","Yes","Business","No",0
"7AF9AOAKKL",64,123053,77240,729,25,4,14.97,12,0.3,"Master's","Full-time","Married","No","Yes","Business","No",0
"29IJ9DETBU",41,53629,101737,697,104,2,22.25,48,0.67,"PhD","Part-time","Divorced","Yes","No","Other","Yes",0
"3X8PYJHUOB",51,80511,136820,741,27,3,23.31,60,0.73,"High School","Part-time","Single","Yes","No","Home","Yes",0
"E7MVIL8ZKL",63,118323,120763,491,99,3,6.14,36,0.52,"PhD","Full-time","Divorced","No","Yes","Other","No",0
"JGNJ5OMB1I",33,96000,170920,824,96,4,13.41,12,0.24,"PhD","Part-time","Married","Yes","Yes","Business","No",0
"TUK95CY7PK",26,52087,209258,603,5,4,10.09,36,0.77,"Bachelor's","Full-time","Married","Yes","No","Auto","No",0
"1APCGTM06H",58,147879,157322,544,49,2,21.97,24,0.4,"Master's","Part-time","Single","Yes","No","Home","No",0
"NWPJFU16WS",45,53901,51224,814,85,1,20.82,12,0.39,"Bachelor's","Self-employed","Single","No","Yes","Home","Yes",0
"EN2WV9X8HS",58,134220,198040,409,96,3,18.27,36,0.85,"Master's","Part-time","Married","No","Yes","Other","No",0
"KNF85MOKVW",53,43399,119854,451,30,2,17.15,12,0.84,"PhD","Self-employed","Divorced","Yes","No","Education","No",0
"IKAVMGN8ZF",19,101552,119673,622,60,4,2.67,36,0.26,"Bachelor's","Full-time","Married","Yes","No","Education","Yes",0
"6AGZCW0GNY",28,49496,126585,583,56,1,5.27,60,0.39,"PhD","Unemployed","Divorced","Yes","No","Home","Yes",0
"MSSQJ34YDS",65,142531,121598,334,93,3,2.63,48,0.17,"High School","Unemployed","Single","Yes","No","Education","No",0
"OCQ5LL3KNK",28,141742,233472,518,61,4,16.61,48,0.2,"PhD","Self-employed","Married","Yes","No","Business","Yes",0
"RWGXZFLYXD",28,139984,32404,471,80,4,19.17,12,0.14,"Master's","Full-time","Single","No","Yes","Other","Yes",0
"VYEO6U9YRZ",50,20674,147660,360,75,2,6.08,60,0.26,"Bachelor's","Unemployed","Divorced","Yes","Yes","Other","Yes",0
"RTBS65YTE2",35,145964,249172,470,70,1,5.49,24,0.32,"PhD","Self-employed","Married","No","No","Business","No",0
"LQ1KVZ4TQ0",32,75411,170816,498,22,4,16.51,24,0.74,"Master's","Full-time","Divorced","No","Yes","Education","Yes",0
"K83129CQKY",47,106187,67758,561,82,4,18.41,48,0.83,"Master's","Self-employed","Divorced","Yes","No","Auto","No",0
"HU50PYVBD9",44,100386,166977,459,101,4,24.04,48,0.76,"Master's","Self-employed","Single","No","No","Auto","Yes",0
"W9EMKYV03M",58,70337,148019,386,22,4,16.36,60,0.64,"Master's","Self-employed","Single","No","Yes","Business","No",0
"V2E3XBOIG4",41,139042,37203,408,72,1,7.8,12,0.37,"High School","Full-time","Married","No","No","Home","No",0
"VVWSJ087QX",28,103271,126477,560,71,3,10.31,12,0.78,"Bachelor's","Part-time","Married","No","Yes","Education","Yes",0
"WUKJ73QYXH",48,141903,46381,309,69,4,10.26,48,0.36,"Bachelor's","Self-employed","Married","Yes","Yes","Education","No",0
"C6NHC2CN2V",52,81524,76768,786,7,3,11.19,36,0.12,"PhD","Part-time","Married","Yes","Yes","Home","No",0
"D5ZXLHY2ZL",67,92031,163511,771,35,3,4.78,36,0.66,"PhD","Unemployed","Single","No","Yes","Business","Yes",0
"QAM4TJRYD0",55,31833,141056,787,38,1,14.87,48,0.24,"Master's","Unemployed","Divorced","No","Yes","Other","Yes",0
"31M8TZCDOC",65,59391,22474,763,104,1,22.41,36,0.81,"PhD","Full-time","Married","No","No","Other","No",0
"N5DF2A5HYZ",65,149209,199322,515,64,1,7.44,24,0.48,"Master's","Unemployed","Divorced","No","No","Auto","Yes",0
"SRH5NOD0N7",32,65087,31523,326,40,1,13.23,48,0.43,"High School","Full-time","Single","Yes","Yes","Business","No",0
"D630YABRP5",53,84199,165590,311,49,2,9.33,12,0.53,"Bachelor's","Self-employed","Divorced","Yes","Yes","Other","Yes",0
"QX85M12FC1",63,146851,26621,368,97,3,3.05,48,0.17,"Bachelor's","Part-time","Divorced","No","Yes","Education","Yes",0
"AN26QKU79I",29,80770,237516,591,18,4,13.92,60,0.23,"Master's","Self-employed","Divorced","Yes","Yes","Education","No",0
"AL04QI6I13",67,48200,229768,600,84,2,2.71,12,0.64,"PhD","Full-time","Married","No","Yes","Education","No",0
"J7TMIA6ML5",58,30609,27761,630,114,3,22.21,36,0.21,"Bachelor's","Full-time","Married","Yes","No","Home","No",0
"21IT4YXPNI",67,67293,49714,438,113,1,23.01,36,0.9,"PhD","Part-time","Single","No","Yes","Business","Yes",0
"VGNB9Z1UFU",25,116015,178499,585,23,1,3.26,24,0.77,"Bachelor's","Unemployed","Divorced","Yes","No","Business","Yes",0
